Relationship, Support, Confidence, Lift
"{'92490', '95398'}' -> '{'7190', '88631', '51657', '24746'}", 0.020418, 0.815534, 37.278964
"{'95398', '24746'}' -> '{'7190', '92490', '88631', '51657'}", 0.020418, 0.823529, 37.644444
"{'7190', '88631'}' -> '{'95398', '92490', '51657', '24746'}", 0.020418, 0.857143, 37.118797
"{'7190', '92490'}' -> '{'95398', '88631', '51657', '24746'}", 0.020418, 0.840000, 37.562609
"{'7190', '24746'}' -> '{'95398', '92490', '88631', '51657'}", 0.020418, 0.857143, 38.329193
"{'88631', '92490'}' -> '{'7190', '95398', '51657', '24746'}", 0.020418, 0.865979, 38.307948
"{'88631', '24746'}' -> '{'7190', '95398', '92490', '51657'}", 0.020418, 0.865979, 37.501465
"{'92490', '24746'}' -> '{'7190', '95398', '88631', '51657'}", 0.020418, 0.848485, 37.942029
"{'7190', '95398', '51657'}' -> '{'88631', '92490', '24746'}", 0.020418, 0.848485, 37.942029
"{'95398', '88631', '51657'}' -> '{'7190', '92490', '24746'}", 0.020418, 0.875000, 38.706989
"{'95398', '92490', '51657'}' -> '{'7190', '88631', '24746'}", 0.020418, 0.831683, 36.790802
"{'95398', '51657', '24746'}' -> '{'7190', '88631', '92490'}", 0.020418, 0.848485, 37.534050
"{'7190', '88631', '51657'}' -> '{'92490', '95398', '24746'}", 0.020418, 0.893617, 37.900417
"{'7190', '92490', '51657'}' -> '{'88631', '95398', '24746'}", 0.020418, 0.865979, 37.501465
"{'7190', '51657', '24746'}' -> '{'92490', '88631', '95398'}", 0.020418, 0.884211, 38.698320
"{'92490', '88631', '51657'}' -> '{'7190', '95398', '24746'}", 0.020418, 0.893617, 38.295213
"{'88631', '51657', '24746'}' -> '{'7190', '92490', '95398'}", 0.020418, 0.893617, 37.900417
"{'92490', '51657', '24746'}' -> '{'7190', '88631', '95398'}", 0.020418, 0.865979, 37.501465
"{'7190', '88631', '95398'}' -> '{'92490', '51657', '24746'}", 0.020418, 0.884211, 37.501465
"{'7190', '92490', '95398'}' -> '{'88631', '51657', '24746'}", 0.020418, 0.865979, 37.900417
"{'7190', '95398', '24746'}' -> '{'92490', '88631', '51657'}", 0.020418, 0.875000, 38.295213
"{'92490', '88631', '95398'}' -> '{'7190', '51657', '24746'}", 0.020418, 0.893617, 38.698320
"{'88631', '95398', '24746'}' -> '{'7190', '92490', '51657'}", 0.020418, 0.884211, 37.501465
"{'92490', '95398', '24746'}' -> '{'7190', '88631', '51657'}", 0.020418, 0.865979, 37.900417
"{'7190', '88631', '92490'}' -> '{'95398', '51657', '24746'}", 0.020418, 0.903226, 37.534050
"{'7190', '88631', '24746'}' -> '{'95398', '92490', '51657'}", 0.020418, 0.903226, 36.790802
"{'7190', '92490', '24746'}' -> '{'95398', '88631', '51657'}", 0.020418, 0.903226, 38.706989
"{'88631', '92490', '24746'}' -> '{'7190', '95398', '51657'}", 0.020418, 0.913043, 37.942029
"{'7190', '95398', '88631', '51657'}' -> '{'92490', '24746'}", 0.020418, 0.913043, 37.942029
"{'7190', '95398', '92490', '51657'}' -> '{'88631', '24746'}", 0.020418, 0.884211, 37.501465
"{'7190', '95398', '51657', '24746'}' -> '{'88631', '92490'}", 0.020418, 0.903226, 38.307948
"{'95398', '92490', '88631', '51657'}' -> '{'7190', '24746'}", 0.020418, 0.913043, 38.329193
"{'95398', '88631', '51657', '24746'}' -> '{'7190', '92490'}", 0.020418, 0.913043, 37.562609
"{'95398', '92490', '51657', '24746'}' -> '{'7190', '88631'}", 0.020418, 0.884211, 37.118797
"{'7190', '92490', '88631', '51657'}' -> '{'95398', '24746'}", 0.020418, 0.933333, 37.644444
"{'7190', '88631', '51657', '24746'}' -> '{'92490', '95398'}", 0.020418, 0.933333, 37.278964
"{'7190', '92490', '51657', '24746'}' -> '{'88631', '95398'}", 0.020418, 0.923077, 38.358974
"{'92490', '88631', '51657', '24746'}' -> '{'7190', '95398'}", 0.020418, 0.933333, 37.644444
"{'7190', '92490', '88631', '95398'}' -> '{'51657', '24746'}", 0.020418, 0.933333, 38.017162
"{'7190', '88631', '95398', '24746'}' -> '{'92490', '51657'}", 0.020418, 0.923077, 36.869305
"{'7190', '92490', '95398', '24746'}' -> '{'88631', '51657'}", 0.020418, 0.923077, 38.750392
"{'92490', '88631', '95398', '24746'}' -> '{'7190', '51657'}", 0.020418, 0.933333, 38.017162
"{'7190', '88631', '92490', '24746'}' -> '{'95398', '51657'}", 0.020418, 0.954545, 37.400000
"{'95398', '51657', '7190', '88631', '92490'}' -> '{'24746'}", 0.020418, 0.954545, 37.759615
"{'95398', '51657', '7190', '88631', '24746'}' -> '{'92490'}", 0.020418, 0.954545, 37.047170
"{'95398', '51657', '7190', '92490', '24746'}' -> '{'88631'}", 0.020418, 0.943820, 38.067416
"{'95398', '51657', '88631', '92490', '24746'}' -> '{'7190'}", 0.020418, 0.954545, 37.400000
"{'51657', '7190', '88631', '92490', '24746'}' -> '{'95398'}", 0.020418, 0.976744, 36.865372
"{'95398', '7190', '88631', '92490', '24746'}' -> '{'51657'}", 0.020418, 0.976744, 37.554445
"{'12305'}' -> '{'88631', '92490', '24746'}", 0.021877, 0.584416, 26.133540
"{'88631'}' -> '{'12305', '92490', '24746'}", 0.021877, 0.882353, 37.422680
"{'92490'}' -> '{'12305', '88631', '24746'}", 0.021877, 0.849057, 37.159775
"{'24746'}' -> '{'12305', '88631', '92490'}", 0.021877, 0.865385, 37.475709
"{'12305', '88631'}' -> '{'92490', '24746'}", 0.021877, 0.909091, 37.777778
"{'12305', '92490'}' -> '{'88631', '24746'}", 0.021877, 0.865385, 36.703013
"{'12305', '24746'}' -> '{'88631', '92490'}", 0.021877, 0.891089, 37.793202
"{'88631', '92490'}' -> '{'12305', '24746'}", 0.021877, 0.927835, 37.793202
"{'88631', '24746'}' -> '{'12305', '92490'}", 0.021877, 0.927835, 36.703013
"{'92490', '24746'}' -> '{'12305', '88631'}", 0.021877, 0.909091, 37.777778
"{'12305', '88631', '92490'}' -> '{'24746'}", 0.021877, 0.947368, 37.475709
"{'12305', '88631', '24746'}' -> '{'92490'}", 0.021877, 0.957447, 37.159775
"{'12305', '92490', '24746'}' -> '{'88631'}", 0.021877, 0.927835, 37.422680
"{'88631', '92490', '24746'}' -> '{'12305'}", 0.021877, 0.978261, 26.133540
"{'95398'}' -> '{'12305', '88631', '92490', '24746'}", 0.021390, 0.807339, 36.904383
"{'12305'}' -> '{'92490', '88631', '95398', '24746'}", 0.021390, 0.571429, 26.120635
"{'88631'}' -> '{'12305', '92490', '95398', '24746'}", 0.021390, 0.862745, 37.361404
"{'92490'}' -> '{'12305', '88631', '95398', '24746'}", 0.021390, 0.830189, 37.123872
"{'24746'}' -> '{'12305', '92490', '88631', '95398'}", 0.021390, 0.846154, 37.837793
"{'12305', '95398'}' -> '{'88631', '92490', '24746'}", 0.021390, 0.830189, 37.123872
"{'88631', '95398'}' -> '{'12305', '92490', '24746'}", 0.021390, 0.888889, 37.699885
"{'92490', '95398'}' -> '{'12305', '88631', '24746'}", 0.021390, 0.854369, 37.392274
"{'95398', '24746'}' -> '{'12305', '88631', '92490'}", 0.021390, 0.862745, 37.361404
"{'12305', '88631'}' -> '{'92490', '95398', '24746'}", 0.021390, 0.888889, 37.699885
"{'12305', '92490'}' -> '{'88631', '95398', '24746'}", 0.021390, 0.846154, 36.642915
"{'12305', '24746'}' -> '{'92490', '88631', '95398'}", 0.021390, 0.871287, 38.132715
"{'88631', '92490'}' -> '{'12305', '95398', '24746'}", 0.021390, 0.907216, 37.699885
"{'88631', '24746'}' -> '{'12305', '92490', '95398'}", 0.021390, 0.907216, 36.953353
"{'92490', '24746'}' -> '{'12305', '88631', '95398'}", 0.021390, 0.888889, 38.092593
"{'12305', '88631', '95398'}' -> '{'92490', '24746'}", 0.021390, 0.916667, 38.092593
"{'12305', '92490', '95398'}' -> '{'88631', '24746'}", 0.021390, 0.871287, 36.953353
"{'12305', '95398', '24746'}' -> '{'88631', '92490'}", 0.021390, 0.888889, 37.699885
"{'92490', '88631', '95398'}' -> '{'12305', '24746'}", 0.021390, 0.936170, 38.132715
"{'88631', '95398', '24746'}' -> '{'12305', '92490'}", 0.021390, 0.926316, 36.642915
"{'92490', '95398', '24746'}' -> '{'12305', '88631'}", 0.021390, 0.907216, 37.699885
"{'12305', '88631', '92490'}' -> '{'95398', '24746'}", 0.021390, 0.926316, 37.361404
"{'12305', '88631', '24746'}' -> '{'92490', '95398'}", 0.021390, 0.936170, 37.392274
"{'12305', '92490', '24746'}' -> '{'88631', '95398'}", 0.021390, 0.907216, 37.699885
"{'88631', '92490', '24746'}' -> '{'12305', '95398'}", 0.021390, 0.956522, 37.123872
"{'12305', '92490', '88631', '95398'}' -> '{'24746'}", 0.021390, 0.956522, 37.837793
"{'12305', '88631', '95398', '24746'}' -> '{'92490'}", 0.021390, 0.956522, 37.123872
"{'12305', '92490', '95398', '24746'}' -> '{'88631'}", 0.021390, 0.926316, 37.361404
"{'92490', '88631', '95398', '24746'}' -> '{'12305'}", 0.021390, 0.977778, 26.120635
"{'12305', '88631', '92490', '24746'}' -> '{'95398'}", 0.021390, 0.977778, 36.904383
"{'51657'}' -> '{'12305', '88631', '92490', '24746'}", 0.021390, 0.822430, 37.594185
"{'12305'}' -> '{'92490', '88631', '51657', '24746'}", 0.021390, 0.571429, 26.120635
"{'88631'}' -> '{'12305', '92490', '51657', '24746'}", 0.021390, 0.862745, 37.361404
"{'92490'}' -> '{'12305', '88631', '51657', '24746'}", 0.021390, 0.830189, 37.531827
"{'24746'}' -> '{'12305', '92490', '88631', '51657'}", 0.021390, 0.846154, 37.837793
"{'12305', '51657'}' -> '{'88631', '92490', '24746'}", 0.021390, 0.846154, 37.837793
"{'88631', '51657'}' -> '{'12305', '92490', '24746'}", 0.021390, 0.897959, 38.084578
"{'92490', '51657'}' -> '{'12305', '88631', '24746'}", 0.021390, 0.854369, 37.392274
"{'51657', '24746'}' -> '{'12305', '88631', '92490'}", 0.021390, 0.871287, 37.731318
"{'12305', '88631'}' -> '{'92490', '51657', '24746'}", 0.021390, 0.888889, 37.699885
"{'12305', '92490'}' -> '{'88631', '51657', '24746'}", 0.021390, 0.846154, 37.032733
"{'12305', '24746'}' -> '{'92490', '88631', '51657'}", 0.021390, 0.871287, 38.132715
"{'88631', '92490'}' -> '{'12305', '51657', '24746'}", 0.021390, 0.907216, 38.084578
"{'88631', '24746'}' -> '{'12305', '92490', '51657'}", 0.021390, 0.907216, 36.953353
"{'92490', '24746'}' -> '{'12305', '88631', '51657'}", 0.021390, 0.888889, 38.493567
"{'12305', '88631', '51657'}' -> '{'92490', '24746'}", 0.021390, 0.926316, 38.493567
"{'12305', '92490', '51657'}' -> '{'88631', '24746'}", 0.021390, 0.871287, 36.953353
"{'12305', '51657', '24746'}' -> '{'88631', '92490'}", 0.021390, 0.897959, 38.084578
"{'92490', '88631', '51657'}' -> '{'12305', '24746'}", 0.021390, 0.936170, 38.132715
"{'88631', '51657', '24746'}' -> '{'12305', '92490'}", 0.021390, 0.936170, 37.032733
"{'92490', '51657', '24746'}' -> '{'12305', '88631'}", 0.021390, 0.907216, 37.699885
"{'12305', '88631', '92490'}' -> '{'51657', '24746'}", 0.021390, 0.926316, 37.731318
"{'12305', '88631', '24746'}' -> '{'92490', '51657'}", 0.021390, 0.936170, 37.392274
"{'12305', '92490', '24746'}' -> '{'88631', '51657'}", 0.021390, 0.907216, 38.084578
"{'88631', '92490', '24746'}' -> '{'12305', '51657'}", 0.021390, 0.956522, 37.837793
"{'12305', '92490', '88631', '51657'}' -> '{'24746'}", 0.021390, 0.956522, 37.837793
"{'12305', '88631', '51657', '24746'}' -> '{'92490'}", 0.021390, 0.967033, 37.531827
"{'12305', '92490', '51657', '24746'}' -> '{'88631'}", 0.021390, 0.926316, 37.361404
"{'92490', '88631', '51657', '24746'}' -> '{'12305'}", 0.021390, 0.977778, 26.120635
"{'12305', '88631', '92490', '24746'}' -> '{'51657'}", 0.021390, 0.977778, 37.594185
"{'51657'}' -> '{'95398', '12305', '88631', '92490', '24746'}", 0.020904, 0.803738, 37.574766
"{'95398'}' -> '{'51657', '12305', '88631', '92490', '24746'}", 0.020904, 0.788991, 36.885321
"{'12305'}' -> '{'51657', '95398', '88631', '92490', '24746'}", 0.020904, 0.558442, 26.107143
"{'88631'}' -> '{'51657', '95398', '12305', '92490', '24746'}", 0.020904, 0.843137, 37.297491
"{'92490'}' -> '{'51657', '95398', '12305', '88631', '24746'}", 0.020904, 0.811321, 37.503074
"{'24746'}' -> '{'51657', '95398', '12305', '88631', '92490'}", 0.020904, 0.826923, 37.799573
"{'95398', '51657'}' -> '{'12305', '88631', '92490', '24746'}", 0.020904, 0.819048, 37.439577
"{'12305', '51657'}' -> '{'92490', '88631', '95398', '24746'}", 0.020904, 0.826923, 37.799573
"{'88631', '51657'}' -> '{'12305', '92490', '95398', '24746'}", 0.020904, 0.877551, 38.002578
"{'92490', '51657'}' -> '{'12305', '88631', '95398', '24746'}", 0.020904, 0.834951, 37.336851
"{'51657', '24746'}' -> '{'12305', '92490', '88631', '95398'}", 0.020904, 0.851485, 38.076195
"{'12305', '95398'}' -> '{'92490', '88631', '51657', '24746'}", 0.020904, 0.811321, 37.086373
"{'88631', '95398'}' -> '{'12305', '92490', '51657', '24746'}", 0.020904, 0.868687, 37.618713
"{'92490', '95398'}' -> '{'12305', '88631', '51657', '24746'}", 0.020904, 0.834951, 37.747146
"{'95398', '24746'}' -> '{'12305', '92490', '88631', '51657'}", 0.020904, 0.843137, 37.702899
"{'12305', '88631'}' -> '{'95398', '92490', '51657', '24746'}", 0.020904, 0.868687, 37.618713
"{'12305', '92490'}' -> '{'95398', '88631', '51657', '24746'}", 0.020904, 0.826923, 36.977843
"{'12305', '24746'}' -> '{'95398', '92490', '88631', '51657'}", 0.020904, 0.851485, 38.076195
"{'88631', '92490'}' -> '{'12305', '95398', '51657', '24746'}", 0.020904, 0.886598, 37.994416
"{'88631', '24746'}' -> '{'12305', '95398', '92490', '51657'}", 0.020904, 0.886598, 36.843070
"{'92490', '24746'}' -> '{'12305', '95398', '88631', '51657'}", 0.020904, 0.868687, 38.427718
"{'12305', '95398', '51657'}' -> '{'88631', '92490', '24746'}", 0.020904, 0.843137, 37.702899
"{'95398', '88631', '51657'}' -> '{'12305', '92490', '24746'}", 0.020904, 0.895833, 37.994416
"{'95398', '92490', '51657'}' -> '{'12305', '88631', '24746'}", 0.020904, 0.851485, 37.266063
"{'95398', '51657', '24746'}' -> '{'12305', '88631', '92490'}", 0.020904, 0.868687, 37.618713
"{'12305', '88631', '51657'}' -> '{'92490', '95398', '24746'}", 0.020904, 0.905263, 38.394357
"{'12305', '92490', '51657'}' -> '{'88631', '95398', '24746'}", 0.020904, 0.851485, 36.873788
"{'12305', '51657', '24746'}' -> '{'92490', '88631', '95398'}", 0.020904, 0.877551, 38.406861
"{'92490', '88631', '51657'}' -> '{'12305', '95398', '24746'}", 0.020904, 0.914894, 38.018913
"{'88631', '51657', '24746'}' -> '{'12305', '92490', '95398'}", 0.020904, 0.914894, 37.266063
"{'92490', '51657', '24746'}' -> '{'12305', '88631', '95398'}", 0.020904, 0.886598, 37.994416
"{'12305', '88631', '95398'}' -> '{'92490', '51657', '24746'}", 0.020904, 0.895833, 37.994416
"{'12305', '92490', '95398'}' -> '{'88631', '51657', '24746'}", 0.020904, 0.851485, 37.266063
"{'12305', '95398', '24746'}' -> '{'92490', '88631', '51657'}", 0.020904, 0.868687, 38.018913
"{'92490', '88631', '95398'}' -> '{'12305', '51657', '24746'}", 0.020904, 0.914894, 38.406861
"{'88631', '95398', '24746'}' -> '{'12305', '92490', '51657'}", 0.020904, 0.905263, 36.873788
"{'92490', '95398', '24746'}' -> '{'12305', '88631', '51657'}", 0.020904, 0.886598, 38.394357
"{'12305', '88631', '92490'}' -> '{'95398', '51657', '24746'}", 0.020904, 0.905263, 37.618713
"{'12305', '88631', '24746'}' -> '{'95398', '92490', '51657'}", 0.020904, 0.914894, 37.266063
"{'12305', '92490', '24746'}' -> '{'95398', '88631', '51657'}", 0.020904, 0.886598, 37.994416
"{'88631', '92490', '24746'}' -> '{'12305', '95398', '51657'}", 0.020904, 0.934783, 37.702899
"{'12305', '95398', '88631', '51657'}' -> '{'92490', '24746'}", 0.020904, 0.924731, 38.427718
"{'12305', '95398', '92490', '51657'}' -> '{'88631', '24746'}", 0.020904, 0.868687, 36.843070
"{'12305', '95398', '51657', '24746'}' -> '{'88631', '92490'}", 0.020904, 0.895833, 37.994416
"{'95398', '92490', '88631', '51657'}' -> '{'12305', '24746'}", 0.020904, 0.934783, 38.076195
"{'95398', '88631', '51657', '24746'}' -> '{'12305', '92490'}", 0.020904, 0.934783, 36.977843
"{'95398', '92490', '51657', '24746'}' -> '{'12305', '88631'}", 0.020904, 0.905263, 37.618713
"{'12305', '92490', '88631', '51657'}' -> '{'95398', '24746'}", 0.020904, 0.934783, 37.702899
"{'12305', '88631', '51657', '24746'}' -> '{'92490', '95398'}", 0.020904, 0.945055, 37.747146
"{'12305', '92490', '51657', '24746'}' -> '{'88631', '95398'}", 0.020904, 0.905263, 37.618713
"{'92490', '88631', '51657', '24746'}' -> '{'12305', '95398'}", 0.020904, 0.955556, 37.086373
"{'12305', '92490', '88631', '95398'}' -> '{'51657', '24746'}", 0.020904, 0.934783, 38.076195
"{'12305', '88631', '95398', '24746'}' -> '{'92490', '51657'}", 0.020904, 0.934783, 37.336851
"{'12305', '92490', '95398', '24746'}' -> '{'88631', '51657'}", 0.020904, 0.905263, 38.002578
"{'92490', '88631', '95398', '24746'}' -> '{'12305', '51657'}", 0.020904, 0.955556, 37.799573
"{'12305', '88631', '92490', '24746'}' -> '{'95398', '51657'}", 0.020904, 0.955556, 37.439577
"{'95398', '51657', '12305', '88631', '92490'}' -> '{'24746'}", 0.020904, 0.955556, 37.799573
"{'95398', '51657', '12305', '88631', '24746'}' -> '{'92490'}", 0.020904, 0.966292, 37.503074
"{'95398', '51657', '12305', '92490', '24746'}' -> '{'88631'}", 0.020904, 0.924731, 37.297491
"{'95398', '51657', '88631', '92490', '24746'}' -> '{'12305'}", 0.020904, 0.977273, 26.107143
"{'51657', '12305', '88631', '92490', '24746'}' -> '{'95398'}", 0.020904, 0.977273, 36.885321
"{'95398', '12305', '88631', '92490', '24746'}' -> '{'51657'}", 0.020904, 0.977273, 37.574766
"{'95398'}' -> '{'88631', '92490', '24746'}", 0.021877, 0.825688, 36.922617
"{'88631'}' -> '{'92490', '95398', '24746'}", 0.021877, 0.882353, 37.422680
"{'92490'}' -> '{'88631', '95398', '24746'}", 0.021877, 0.849057, 36.768620
"{'24746'}' -> '{'92490', '88631', '95398'}", 0.021877, 0.865385, 37.874386
"{'88631', '95398'}' -> '{'92490', '24746'}", 0.021877, 0.909091, 37.777778
"{'92490', '95398'}' -> '{'88631', '24746'}", 0.021877, 0.873786, 37.059353
"{'95398', '24746'}' -> '{'88631', '92490'}", 0.021877, 0.882353, 37.422680
"{'88631', '92490'}' -> '{'95398', '24746'}", 0.021877, 0.927835, 37.422680
"{'88631', '24746'}' -> '{'92490', '95398'}", 0.021877, 0.927835, 37.059353
"{'92490', '24746'}' -> '{'88631', '95398'}", 0.021877, 0.909091, 37.777778
"{'92490', '88631', '95398'}' -> '{'24746'}", 0.021877, 0.957447, 37.874386
"{'88631', '95398', '24746'}' -> '{'92490'}", 0.021877, 0.947368, 36.768620
"{'92490', '95398', '24746'}' -> '{'88631'}", 0.021877, 0.927835, 37.422680
"{'88631', '92490', '24746'}' -> '{'95398'}", 0.021877, 0.978261, 36.922617
"{'51657'}' -> '{'88631', '92490', '24746'}", 0.021877, 0.841121, 37.612759
"{'88631'}' -> '{'92490', '51657', '24746'}", 0.021877, 0.882353, 37.422680
"{'92490'}' -> '{'88631', '51657', '24746'}", 0.021877, 0.849057, 37.159775
"{'24746'}' -> '{'92490', '88631', '51657'}", 0.021877, 0.865385, 37.874386
"{'88631', '51657'}' -> '{'92490', '24746'}", 0.021877, 0.918367, 38.163265
"{'92490', '51657'}' -> '{'88631', '24746'}", 0.021877, 0.873786, 37.059353
"{'51657', '24746'}' -> '{'88631', '92490'}", 0.021877, 0.891089, 37.793202
"{'88631', '92490'}' -> '{'51657', '24746'}", 0.021877, 0.927835, 37.793202
"{'88631', '24746'}' -> '{'92490', '51657'}", 0.021877, 0.927835, 37.059353
"{'92490', '24746'}' -> '{'88631', '51657'}", 0.021877, 0.909091, 38.163265
"{'92490', '88631', '51657'}' -> '{'24746'}", 0.021877, 0.957447, 37.874386
"{'88631', '51657', '24746'}' -> '{'92490'}", 0.021877, 0.957447, 37.159775
"{'92490', '51657', '24746'}' -> '{'88631'}", 0.021877, 0.927835, 37.422680
"{'88631', '92490', '24746'}' -> '{'51657'}", 0.021877, 0.978261, 37.612759
"{'95398'}' -> '{'92490', '88631', '51657', '24746'}", 0.021390, 0.807339, 36.904383
"{'51657'}' -> '{'92490', '88631', '95398', '24746'}", 0.021390, 0.822430, 37.594185
"{'88631'}' -> '{'51657', '92490', '95398', '24746'}", 0.021390, 0.862745, 37.361404
"{'92490'}' -> '{'51657', '88631', '95398', '24746'}", 0.021390, 0.830189, 37.123872
"{'24746'}' -> '{'51657', '92490', '88631', '95398'}", 0.021390, 0.846154, 37.837793
"{'51657', '95398'}' -> '{'88631', '92490', '24746'}", 0.021390, 0.838095, 37.477433
"{'88631', '95398'}' -> '{'92490', '51657', '24746'}", 0.021390, 0.888889, 37.699885
"{'92490', '95398'}' -> '{'88631', '51657', '24746'}", 0.021390, 0.854369, 37.392274
"{'95398', '24746'}' -> '{'92490', '88631', '51657'}", 0.021390, 0.862745, 37.758865
"{'88631', '51657'}' -> '{'92490', '95398', '24746'}", 0.021390, 0.897959, 38.084578
"{'92490', '51657'}' -> '{'88631', '95398', '24746'}", 0.021390, 0.854369, 36.998671
"{'51657', '24746'}' -> '{'92490', '88631', '95398'}", 0.021390, 0.871287, 38.132715
"{'88631', '92490'}' -> '{'51657', '95398', '24746'}", 0.021390, 0.907216, 37.699885
"{'88631', '24746'}' -> '{'51657', '92490', '95398'}", 0.021390, 0.907216, 36.953353
"{'92490', '24746'}' -> '{'51657', '88631', '95398'}", 0.021390, 0.888889, 38.092593
"{'51657', '88631', '95398'}' -> '{'92490', '24746'}", 0.021390, 0.916667, 38.092593
"{'51657', '92490', '95398'}' -> '{'88631', '24746'}", 0.021390, 0.871287, 36.953353
"{'51657', '95398', '24746'}' -> '{'88631', '92490'}", 0.021390, 0.888889, 37.699885
"{'92490', '88631', '95398'}' -> '{'51657', '24746'}", 0.021390, 0.936170, 38.132715
"{'88631', '95398', '24746'}' -> '{'92490', '51657'}", 0.021390, 0.926316, 36.998671
"{'92490', '95398', '24746'}' -> '{'88631', '51657'}", 0.021390, 0.907216, 38.084578
"{'92490', '88631', '51657'}' -> '{'95398', '24746'}", 0.021390, 0.936170, 37.758865
"{'88631', '51657', '24746'}' -> '{'92490', '95398'}", 0.021390, 0.936170, 37.392274
"{'92490', '51657', '24746'}' -> '{'88631', '95398'}", 0.021390, 0.907216, 37.699885
"{'88631', '92490', '24746'}' -> '{'51657', '95398'}", 0.021390, 0.956522, 37.477433
"{'51657', '92490', '88631', '95398'}' -> '{'24746'}", 0.021390, 0.956522, 37.837793
"{'51657', '88631', '95398', '24746'}' -> '{'92490'}", 0.021390, 0.956522, 37.123872
"{'51657', '92490', '95398', '24746'}' -> '{'88631'}", 0.021390, 0.926316, 37.361404
"{'92490', '88631', '95398', '24746'}' -> '{'51657'}", 0.021390, 0.977778, 37.594185
"{'92490', '88631', '51657', '24746'}' -> '{'95398'}", 0.021390, 0.977778, 36.904383
"{'7190'}' -> '{'88631', '24746'}", 0.022606, 0.885714, 37.565243
"{'88631'}' -> '{'7190', '24746'}", 0.022606, 0.911765, 38.275510
"{'24746'}' -> '{'7190', '88631'}", 0.022606, 0.894231, 37.539443
"{'7190', '88631'}' -> '{'24746'}", 0.022606, 0.948980, 37.539443
"{'7190', '24746'}' -> '{'88631'}", 0.022606, 0.948980, 38.275510
"{'88631', '24746'}' -> '{'7190'}", 0.022606, 0.958763, 37.565243
"{'7190'}' -> '{'12305', '88631', '24746'}", 0.021877, 0.857143, 37.513678
"{'12305'}' -> '{'7190', '88631', '24746'}", 0.021877, 0.584416, 25.852535
"{'88631'}' -> '{'7190', '12305', '24746'}", 0.021877, 0.882353, 38.210526
"{'24746'}' -> '{'7190', '12305', '88631'}", 0.021877, 0.865385, 37.475709
"{'7190', '12305'}' -> '{'88631', '24746'}", 0.021877, 0.882353, 37.422680
"{'7190', '88631'}' -> '{'12305', '24746'}", 0.021877, 0.918367, 37.407557
"{'7190', '24746'}' -> '{'12305', '88631'}", 0.021877, 0.918367, 38.163265
"{'12305', '88631'}' -> '{'7190', '24746'}", 0.021877, 0.909091, 38.163265
"{'12305', '24746'}' -> '{'7190', '88631'}", 0.021877, 0.891089, 37.407557
"{'88631', '24746'}' -> '{'7190', '12305'}", 0.021877, 0.927835, 37.422680
"{'7190', '12305', '88631'}' -> '{'24746'}", 0.021877, 0.947368, 37.475709
"{'7190', '12305', '24746'}' -> '{'88631'}", 0.021877, 0.947368, 38.210526
"{'7190', '88631', '24746'}' -> '{'12305'}", 0.021877, 0.967742, 25.852535
"{'12305', '88631', '24746'}' -> '{'7190'}", 0.021877, 0.957447, 37.513678
"{'51657'}' -> '{'7190', '12305', '88631', '24746'}", 0.021147, 0.813084, 37.166978
"{'7190'}' -> '{'12305', '88631', '51657', '24746'}", 0.021147, 0.828571, 37.458713
"{'12305'}' -> '{'7190', '88631', '51657', '24746'}", 0.021147, 0.564935, 25.823810
"{'88631'}' -> '{'7190', '12305', '51657', '24746'}", 0.021147, 0.852941, 38.141304
"{'24746'}' -> '{'7190', '12305', '88631', '51657'}", 0.021147, 0.836538, 37.818893
"{'7190', '51657'}' -> '{'12305', '88631', '24746'}", 0.021147, 0.861386, 37.699389
"{'12305', '51657'}' -> '{'7190', '88631', '24746'}", 0.021147, 0.836538, 37.005583
"{'88631', '51657'}' -> '{'7190', '12305', '24746'}", 0.021147, 0.887755, 38.444468
"{'51657', '24746'}' -> '{'7190', '12305', '88631'}", 0.021147, 0.861386, 37.302553
"{'7190', '12305'}' -> '{'88631', '51657', '24746'}", 0.021147, 0.852941, 37.329787
"{'7190', '88631'}' -> '{'12305', '51657', '24746'}", 0.021147, 0.887755, 37.267597
"{'7190', '24746'}' -> '{'12305', '88631', '51657'}", 0.021147, 0.887755, 38.444468
"{'12305', '88631'}' -> '{'7190', '51657', '24746'}", 0.021147, 0.878788, 38.056140
"{'12305', '24746'}' -> '{'7190', '88631', '51657'}", 0.021147, 0.861386, 37.699389
"{'88631', '24746'}' -> '{'7190', '12305', '51657'}", 0.021147, 0.896907, 37.651799
"{'7190', '12305', '51657'}' -> '{'88631', '24746'}", 0.021147, 0.887755, 37.651799
"{'7190', '88631', '51657'}' -> '{'12305', '24746'}", 0.021147, 0.925532, 37.699389
"{'7190', '51657', '24746'}' -> '{'12305', '88631'}", 0.021147, 0.915789, 38.056140
"{'12305', '88631', '51657'}' -> '{'7190', '24746'}", 0.021147, 0.915789, 38.444468
"{'12305', '51657', '24746'}' -> '{'7190', '88631'}", 0.021147, 0.887755, 37.267597
"{'88631', '51657', '24746'}' -> '{'7190', '12305'}", 0.021147, 0.925532, 37.329787
"{'7190', '12305', '88631'}' -> '{'51657', '24746'}", 0.021147, 0.915789, 37.302553
"{'7190', '12305', '24746'}' -> '{'88631', '51657'}", 0.021147, 0.915789, 38.444468
"{'7190', '88631', '24746'}' -> '{'12305', '51657'}", 0.021147, 0.935484, 37.005583
